id,member_id,loan_amnt,loan_status,dti,fico_range_low,fico_range_high
1058564,1290157,8000,Fully Paid,11.52,765,769
1062584,1294454,22500,Fully Paid,10.91,720,724
1062253,1294110,12000,Fully Paid,11.1,660,664
1062795,1294669,22000,Fully Paid,12.1,700,704
1062614,1294487,6200,Fully Paid,19.95,700,704
1061378,1293165,15900,Fully Paid,21.72,725,729
1062781,1294654,5000,Fully Paid,16.17,700,704
1023158,1252167,16000,Fully Paid,2.78,800,804
1062654,1294929,5000,Fully Paid,4.01,720,724
1062665,1280475,3150,Fully Paid,4.37,670,674
1062555,1294623,12000,Charged Off,8.49,690,694
1062606,1294478,28000,Charged Off,5.29,745,749
1062643,1294917,5000,Fully Paid,22.59,670,674
1062535,1294602,3000,Fully Paid,4.29,725,729
1062536,1294599,3000,Charged Off,4.89,735,739
765927,966880,8400,Fully Paid,11.86,735,739
1031451,1260896,7000,Fully Paid,24,685,689
1062612,1294485,18550,Current,21.68,670,674
1062510,1294575,2000,Fully Paid,11.43,710,714
1062508,1294574,12000,Current,14.44,710,714
1036838,1266720,8575,Charged Off,22.54,665,669
1062478,1294543,28000,Charged Off,23.41,740,744
1055974,1287544,10000,Fully Paid,12.42,735,739
1062462,1294525,25000,Fully Paid,21.68,670,674
1062458,1294524,8000,Fully Paid,20.21,700,704
1062454,1294520,16000,Charged Off,18.39,695,699
1060762,1292723,25000,Fully Paid,13.9,720,724
1062564,1294433,2000,Fully Paid,13.5,695,699
1061570,1293579,16800,Fully Paid,14.52,710,714
1062418,1294281,8000,Fully Paid,10.52,710,714
1062413,1294276,12000,Current,19.71,705,709
1062330,1294396,11000,Charged Off,4.74,725,729
1062414,1294277,5000,Charged Off,22.81,660,664
1060966,1292541,18000,Fully Paid,21.8,680,684
1062401,1294263,10000,Charged Off,15.9,695,699
1057454,1289015,5000,Fully Paid,13.92,705,709
1062179,1294029,10000,Fully Paid,16.61,670,674
1062293,1294356,25000,Fully Paid,4.4,755,759
1062384,1294244,2400,Fully Paid,13.7,680,684
1031348,1260966,3000,Charged Off,15.16,660,664
1062268,1294324,7700,Charged Off,18.58,660,664
1062161,1294219,2400,Fully Paid,4.71,705,709
1062369,1294226,18500,In Grace Period,20.89,675,679
1061409,1293201,5000,Fully Paid,17.11,690,694
1061705,1293730,14000,Fully Paid,7.73,660,664
1062146,1294204,24500,Charged Off,9.09,690,694
1058699,1290298,2400,Fully Paid,15.7,700,704
1062150,1294209,1800,Fully Paid,15.86,675,679
1062257,1294315,22200,Charged Off,13.33,670,674
1061420,1293213,21400,Fully Paid,19.66,675,679
1062250,1294107,13000,Charged Off,16.93,745,749
1020855,1249642,8000,Fully Paid,15.33,695,699
997521,1222612,3600,Charged Off,19,680,684
1058624,1290219,12375,Charged Off,20.88,670,674
1062232,1294086,9400,Fully Paid,11.84,710,714
1062235,1282333,9600,Fully Paid,15.54,695,699
1060429,1292184,17000,Fully Paid,18.63,710,714
1062102,1294156,25000,Current,16.19,685,689
1060885,1292853,16950,Current,14.47,700,704
1060630,1292392,30000,Fully Paid,26.82,720,724
1062192,1294043,10800,Fully Paid,2.67,665,669
1059016,1290624,6000,Fully Paid,19.17,725,729
1056174,1287750,35000,Fully Paid,12.09,740,744
1062045,1293890,10000,Fully Paid,14,705,709
1059395,1291011,15000,Fully Paid,20.85,670,674
1062012,1293854,5000,Fully Paid,20.54,685,689
1061941,1293989,3000,Current,11.42,680,684
1031266,1260677,7100,Charged Off,23.85,675,679
1061975,1293812,12000,Fully Paid,13.46,665,669
1061914,1293952,22400,Current,7.02,660,664
1061750,1293780,5825,Fully Paid,13.25,710,714
1061741,1293770,22250,Charged Off,15.63,690,694
1061747,1293775,18000,Current,21.22,700,704
1040188,1270140,6000,Fully Paid,7.2,685,689
1057749,1289516,7650,Charged Off,23.96,705,709
1061721,1293749,21000,Current,13.55,695,699
1061869,1293501,20675,Charged Off,23.31,720,724
1060650,1292415,13200,Fully Paid,12.06,730,734
1059701,1291518,12000,Fully Paid,20.7,735,739
1061842,1293470,20000,Fully Paid,9.06,685,689
1061837,1293455,15000,Fully Paid,12.78,775,779
1057272,1288832,27050,Current,19.75,700,704
1061675,1293692,22500,Fully Paid,18.8,710,714
1061661,1293676,20500,Charged Off,28.32,735,739
1061656,1293671,12800,Fully Paid,19.95,685,689
1061776,1293397,27575,Fully Paid,12.27,745,749
1061767,1293387,7000,Fully Paid,14.42,685,689
1052746,1284516,7600,Current,16.52,685,689
1061643,1293657,29000,Charged Off,7.22,745,749
1061785,1293407,10000,Fully Paid,18.29,690,694
1061623,1293635,14125,Fully Paid,22.54,730,734
1030795,1260186,12000,Fully Paid,4.17,745,749
1061598,1293608,9575,Fully Paid,18.34,735,739
1061772,1293390,12000,Current,18.76,685,689
1058931,1290729,12000,Charged Off,10.6,670,674
1061355,1293371,10000,Fully Paid,22.61,675,679
1061593,1293603,10000,Fully Paid,19.46,665,669
1061581,1293591,25000,Current,10.77,735,739
1061583,1293593,24000,Fully Paid,14.17,730,734
1059572,1291176,14575,Fully Paid,16.46,715,719
1053004,1284580,9000,Fully Paid,4.44,740,744
1061496,1293299,10000,Charged Off,20.96,675,679
1051434,1283117,7125,Fully Paid,16.8,675,679
1058174,1289753,15000,Current,15.14,745,749
1061547,1293554,13000,Fully Paid,17.11,685,689
1061317,1293331,12000,Current,10.44,720,724
1061306,1293319,18000,Current,17.98,660,664
1061515,1293518,30000,Fully Paid,19.12,730,734
1058858,1290455,21600,Charged Off,10.85,680,684
1051045,1282508,7600,Current,6.29,715,719
1060415,1292169,7000,Fully Paid,15.11,685,689
1061279,1293090,7000,Fully Paid,24.48,710,714
1058942,1290740,3600,Fully Paid,5.59,660,664
1042958,1273259,3500,Fully Paid,5.36,665,669
1061251,1293059,5000,Fully Paid,16.47,720,724
1058015,1289589,10000,Fully Paid,17.3,720,724
1059858,1291490,4500,Fully Paid,19.56,675,679
1061247,1293053,12000,Fully Paid,6.74,710,714
1061250,1293058,12000,Fully Paid,10.91,670,674
1061245,1293051,10700,Fully Paid,16.41,705,709
1060411,1292165,6000,Fully Paid,19.36,700,704
1061416,1293209,20000,Fully Paid,12.84,750,754
1040053,1270014,10800,Fully Paid,11.22,695,699
1061227,1293032,25000,Current,20.67,695,699
1061403,1293193,20000,Fully Paid,10.3,705,709
1061413,1293206,3600,Fully Paid,12.99,670,674
1061202,1293005,6000,Fully Paid,17.48,700,704
1061204,1293007,10375,Fully Paid,22.39,675,679
1061380,1293167,25000,Fully Paid,25.4,735,739
1061193,1292991,10000,Fully Paid,19.98,660,664
1051953,1283471,10000,Current,10.18,745,749
1061194,1292992,5600,Fully Paid,3.97,770,774
1060945,1293124,6000,Fully Paid,10.6,685,689
1057719,1289486,8000,Fully Paid,8.7,725,729
1059906,1291742,35000,Current,26.33,740,744
1061383,1293170,10000,Fully Paid,12.48,710,714
1050511,1281966,11000,Fully Paid,24.1,740,744
1061175,1292974,5000,Fully Paid,6.38,695,699
1061122,1292917,6500,Fully Paid,13.45,685,689
1061095,1292688,20000,Fully Paid,18.02,670,674
1061164,1292963,12000,Fully Paid,8.85,675,679
1060436,1292191,8250,Charged Off,20.25,665,669
1061133,1292928,21000,Fully Paid,3.69,740,744
1060855,1292820,8400,Fully Paid,16.95,665,669
1058477,1290065,7000,Fully Paid,21.38,685,689
1060995,1292578,12000,Charged Off,6.3,705,709
1061135,1292930,7200,Charged Off,12.69,680,684
1059939,1291779,12000,Fully Paid,26.06,720,724
1060951,1293130,12800,Current,16.75,715,719
1046507,1277552,3050,Fully Paid,3.5,730,734
1060880,1292848,9000,Fully Paid,19.55,690,694
1060934,1292910,10000,Charged Off,11.79,690,694
1061128,1292923,10000,Fully Paid,18.37,725,729
1061130,1292925,10000,Charged Off,20.05,670,674
1061126,1292921,8500,Fully Paid,11.76,665,669
1056057,1287630,35000,Current,19.42,745,749
1060895,1292866,7200,Fully Paid,11.84,715,719
1061106,1292700,21000,Fully Paid,8.76,705,709
1060925,1292899,27000,Fully Paid,7.44,725,729
1045240,1275651,28625,Current,21.25,710,714
1024951,1254096,4000,Fully Paid,5.41,670,674
1061070,1292661,7300,Fully Paid,12.79,680,684
1061060,1292651,18000,Fully Paid,17.76,740,744
1055190,1286745,5000,Fully Paid,19.37,730,734
1060848,1292813,6500,Current,19.06,700,704
1053622,1285216,14100,Current,4.83,685,689
1060865,1292832,35000,Current,4.29,710,714
1051018,1282481,10000,Fully Paid,24.34,680,684
1059259,1290863,3000,Fully Paid,19.39,710,714
1060853,1292815,25000,Current,15.56,680,684
1060831,1292796,28000,Fully Paid,9.08,700,704
1058228,1289809,10000,Fully Paid,9.6,685,689
1060841,1292806,12000,Fully Paid,12.83,740,744
1056914,1288468,10000,Fully Paid,5.73,680,684
1060794,1292756,11000,Fully Paid,14.09,720,724
1061003,1292586,10000,Fully Paid,0.89,670,674
1061008,1292591,5000,Fully Paid,4.12,745,749
1060779,1292740,5000,Fully Paid,0.93,815,819
1060993,1292576,5000,Fully Paid,15.47,700,704
1060553,1292714,6000,Charged Off,15.68,690,694
1058200,1289780,5000,Fully Paid,20.62,680,684
1060544,1292305,20050,Fully Paid,24.84,665,669
1060979,1292556,7000,Charged Off,20.31,675,679
1060698,1292468,25000,Fully Paid,6.17,740,744
1060970,1292545,3000,Charged Off,15.4,675,679
1060760,1292536,8400,Fully Paid,15.07,660,664
1060753,1292527,24925,Current,17.74,670,674
1060559,1292720,5000,Fully Paid,18.5,690,694
1060696,1292466,12000,Fully Paid,6.51,690,694
1060735,1292507,12000,Fully Paid,21.49,700,704
1060720,1292493,13200,Charged Off,9.55,695,699
1060558,1281435,6000,Fully Paid,15.25,770,774
1060731,1292503,10000,Fully Paid,13.42,750,754
1060536,1292297,17500,Fully Paid,16.7,750,754
1060721,1292491,6500,Fully Paid,20.81,690,694
1060527,1292287,10000,Fully Paid,8.55,735,739
1060714,1292484,12000,Fully Paid,10.38,720,724
1060508,1292266,10000,Fully Paid,22.1,680,684
1059582,1291186,12375,Fully Paid,23.03,700,704
1060481,1292237,10000,Fully Paid,9.78,715,719
1054397,1286027,4400,Fully Paid,2.65,670,674
1052346,1283902,20000,Current,18.41,680,684
1055294,1286856,25000,Fully Paid,14.65,720,724
1060485,1292242,14125,Charged Off,21.93,695,699
1060697,1292467,35000,Fully Paid,24.71,685,689
1060670,1292440,13600,Current,11.98,735,739
1060452,1292208,20000,Fully Paid,27.67,720,724
1051471,1283155,18000,Charged Off,12.87,705,709
1059954,1291797,13000,Current,4.96,700,704
1059310,1291114,35000,Fully Paid,19.03,705,709
1055282,1286844,35000,Fully Paid,19.34,715,719
1060631,1292393,12000,Current,21.17,735,739
1058486,1290074,7200,Fully Paid,22.22,670,674
1060427,1292182,25000,Current,5.66,740,744
1060418,1292172,4000,Fully Paid,21.66,685,689
1060605,1292364,7000,Fully Paid,26.86,735,739
1060597,1292355,15000,Fully Paid,6.93,675,679
1060600,1292359,12800,Current,21.8,730,734
1053763,1285365,35000,Charged Off,14.79,680,684
1060581,1292336,15000,Current,15.69,700,704
1060372,1292123,7200,Fully Paid,17.51,710,714
1060371,1292122,13000,Fully Paid,10.9,665,669
1060369,1292120,28000,Fully Paid,14.64,750,754
1060365,1292116,12000,Fully Paid,15.87,725,729
1060086,1291922,16000,Charged Off,21.14,685,689
1058493,1290081,14000,Fully Paid,9.08,715,719
1059978,1291598,11500,Fully Paid,7.96,690,694
1059252,1290856,10500,Fully Paid,10.77,675,679
1060167,1291810,14400,Fully Paid,20.68,680,684
1059974,1291594,16000,Fully Paid,10.36,730,734
1060046,1291676,5375,Fully Paid,16.25,725,729
1060030,1291660,12000,Fully Paid,17.67,705,709
1059948,1291788,12000,Charged Off,8.36,735,739
1060036,1291666,17000,Fully Paid,8.94,775,779
1055631,1287194,30000,Fully Paid,15.72,710,714
1060019,1291647,13000,Charged Off,7.69,670,674
1053454,1285049,7125,Charged Off,18.12,725,729
1059930,1291769,14000,Current,16.28,675,679
1060004,1291631,8000,Fully Paid,6.71,690,694
1060015,1291641,12500,Fully Paid,17.32,710,714
1059936,1291775,10000,Fully Paid,18.69,680,684
1059288,1290891,12000,Current,23.58,700,704
1052230,1283783,14000,Fully Paid,21.95,700,704
1059996,1291621,7500,Fully Paid,5.08,765,769
1059887,1291721,19200,Fully Paid,11.37,720,724
1010310,1237314,9000,Fully Paid,13.06,695,699
1059889,1291723,16000,Current,11.98,695,699
1059736,1291552,20000,Fully Paid,14.99,740,744
1059870,1291503,9000,Fully Paid,1.99,695,699
1059874,1291507,9600,Charged Off,27.34,725,729
1032863,1262418,12000,Charged Off,20.67,705,709
1054178,1285805,18000,Current,10.97,735,739
1059843,1291476,1000,Fully Paid,6.19,675,679
1057243,1288802,15000,Charged Off,13.83,690,694
1059785,1291412,12000,Fully Paid,21.32,660,664
1059698,1291514,12000,Current,22.77,715,719
1059704,1291520,14000,Fully Paid,27.86,740,744
1059801,1291428,15600,Current,7.56,710,714
1059605,1291209,10000,Fully Paid,11.41,720,724
1058085,1289661,7200,Fully Paid,20.19,680,684
1059157,1290971,22250,Charged Off,23.76,720,724
1059627,1291235,13250,Current,10.89,690,694
1023566,1252426,26400,Current,3.23,735,739
1059657,1291266,11000,Fully Paid,23.66,710,714
1059639,1291248,9600,Fully Paid,17.02,720,724
1059571,1291175,10000,Fully Paid,18.55,660,664
1059623,1291231,7000,Current,21.66,690,694
1059629,1291237,11000,Fully Paid,18.24,725,729
1057474,1289036,13000,Current,19.13,690,694
1059603,1291207,5000,Fully Paid,18.72,755,759
1059522,1291347,6000,Charged Off,6.68,715,719
1059529,1291353,3000,Fully Paid,7.25,675,679
1059502,1291327,8200,Charged Off,5.06,700,704
1058733,1290534,17000,Fully Paid,16.65,695,699
1059497,1291322,5000,Fully Paid,13.92,685,689
1059433,1291052,6400,Fully Paid,10.75,705,709
1059469,1291090,13000,Fully Paid,8.33,715,719
1048973,1280119,18000,Current,22.03,745,749
1059444,1291064,16000,Current,17.7,720,724
1059311,1291115,13200,Fully Paid,24.36,680,684
1059333,1291136,10000,Fully Paid,17.09,660,664
1055994,1287564,15000,Charged Off,20.14,710,714
1059386,1291002,5000,Fully Paid,10.03,680,684
1059289,1290892,7200,Fully Paid,14.34,720,724
1058552,1290342,15000,Fully Paid,19.4,735,739
1059461,1291081,15700,Charged Off,9.12,670,674
1059312,1291116,5000,Fully Paid,6.1,660,664
1058031,1289606,9600,Fully Paid,10.19,700,704
1059447,1291067,16000,Current,6.47,695,699
1059319,1291122,35000,Charged Off,14.08,710,714
1059274,1290878,21000,Current,20.11,725,729
1059291,1290894,12000,Charged Off,13.18,675,679
1059280,1290884,6000,Fully Paid,11.75,705,709
1059284,1290887,20000,Current,18.97,675,679
1059362,1290976,6000,Fully Paid,23.42,675,679
1059262,1290866,7150,Fully Paid,24.6,680,684
1059409,1291025,13000,Charged Off,19.09,665,669
1057384,1288940,32000,Fully Paid,6.07,795,799
1058892,1290489,8000,Charged Off,12.48,670,674
1059282,1266223,15500,Current,11.19,725,729
1052360,1284117,7000,Fully Paid,7.97,715,719
1059251,1290855,12000,Fully Paid,7.76,765,769
1059227,1290830,10400,Fully Paid,11.31,675,679
1059236,1290838,12000,Fully Paid,18.38,685,689
1042427,1272507,8000,Current,3.25,720,724
1059210,1290814,16000,Fully Paid,15.84,675,679
1059174,1290775,4500,Fully Paid,11.67,705,709
1057064,1288618,5000,Fully Paid,16.69,685,689
1059199,1290801,3600,Fully Paid,22.05,690,694
1048482,1279818,30000,Current,18.77,690,694
1058946,1290744,21000,Fully Paid,12.41,705,709
1059186,1290787,7000,Fully Paid,11.09,690,694
1059120,1290934,17475,Current,8.44,775,779
1050101,1281543,27575,Current,19.92,725,729
1059128,1290942,7000,Current,15.17,755,759
1058958,1290759,15000,Fully Paid,17.73,735,739
1032427,1261865,2250,Fully Paid,18.75,665,669
1058956,1290757,17050,Fully Paid,23.64,720,724
1058959,1290760,16500,Fully Paid,10.22,675,679
1058952,1290751,35000,Current,9.41,695,699
1055920,1287496,3250,Fully Paid,19.13,685,689
1059103,1290916,7000,Fully Paid,9.34,725,729
1059046,1290655,24000,Fully Paid,13.26,725,729
1058943,1290741,13200,Fully Paid,12.79,670,674
1059100,1290913,22750,Fully Paid,10.45,730,734
1058926,1290724,12000,Fully Paid,6.02,715,719
1034052,1263632,30000,Fully Paid,17.15,740,744
1057403,1288960,1200,Charged Off,13.41,695,699
1058924,1290722,4800,Fully Paid,14.95,705,709
1058885,1290482,18000,Current,20.74,665,669
1058877,1290474,7200,Fully Paid,15.02,720,724
1059041,1290650,15000,Fully Paid,15.15,730,734
1059039,1290648,10500,Fully Paid,9.92,670,674
1059024,1290633,15000,Fully Paid,16.21,695,699
1054453,1286084,5000,Charged Off,7.75,725,729
1058814,1290409,12800,Fully Paid,8.74,715,719
1058830,1290408,4000,Fully Paid,13.16,720,724
1053112,1284695,14000,Fully Paid,18.84,720,724
1058317,1289904,27000,Fully Paid,8.13,730,734
1058846,1290441,15000,Fully Paid,17.35,705,709
1058824,1290419,35000,Current,7.93,680,684
1058828,1290424,2400,Fully Paid,17.71,670,674
1058831,1281247,5900,Fully Paid,6.17,715,719
1052449,1283978,5000,Fully Paid,13.78,690,694
1058974,1290577,22000,Current,16.2,715,719
1058734,1290535,13250,Charged Off,18.55,660,664
1058209,1289789,12600,Fully Paid,18.61,715,719
1058749,1290552,20000,Fully Paid,14.95,720,724
1058782,1290374,18000,Fully Paid,20.05,750,754
1056831,1288385,19200,Fully Paid,13.56,675,679
1054373,1285996,7000,Fully Paid,17.45,695,699
1058744,1290547,25000,Fully Paid,4.71,725,729
1047572,1278466,10000,Fully Paid,12.29,755,759
1056011,1287582,2250,Fully Paid,19.5,670,674
1058718,1290517,23000,Fully Paid,19.61,725,729
1058792,1279067,6750,Fully Paid,1,665,669
1058556,1290346,10000,Fully Paid,8.78,705,709
1058407,1289991,16000,Fully Paid,10.75,735,739
1029236,1258592,5600,Fully Paid,13.19,720,724
1058698,1290297,12000,Current,23.15,660,664
1058696,1290292,4800,Fully Paid,14.61,775,779
1058411,1289995,25000,Current,24.93,730,734
1058515,1290104,10000,Charged Off,10.41,705,709
1058110,1289687,2200,Charged Off,14.95,725,729
1058519,1290108,24000,Late (31-120 days),13.9,700,704
1058494,1290082,16000,Fully Paid,8.69,765,769
1058634,1290230,10000,Fully Paid,17.51,725,729
1058483,1290071,10625,Charged Off,15.49,680,684
1055678,1287242,9600,Fully Paid,5.2,675,679
1058484,1290072,7200,Charged Off,20.46,670,674
1058615,1290210,12000,Fully Paid,12.94,715,719
1058603,1290197,5000,Fully Paid,4.21,700,704
1058625,1290221,30000,Current,11.44,690,694
1058468,1290056,12000,Fully Paid,14,670,674
1058440,1290022,18000,Fully Paid,21.43,665,669
1058451,1290037,10000,Fully Paid,9.1,710,714
1058596,1290190,10000,Fully Paid,11.23,725,729
1058578,1290169,26000,Fully Paid,15.3,750,754
1058423,1290007,17475,Fully Paid,24.92,720,724
1057201,1288760,10400,Charged Off,8.82,675,679
1058396,1289979,10000,Fully Paid,9.3,715,719
1046641,1277494,17250,Fully Paid,4.08,675,679
1053982,1285589,10000,Fully Paid,7.16,750,754
1058372,1289952,12000,Charged Off,14.49,730,734
1051228,1282516,6000,Current,12.16,770,774
1058368,1289948,19075,Fully Paid,21.2,680,684
1058155,1289935,20000,Fully Paid,23.89,730,734
1057701,1289468,24000,Fully Paid,22.12,735,739
1058301,1289888,17200,Late (31-120 days),23.76,705,709
1058237,1289819,15000,Fully Paid,21.6,740,744
1058309,1289896,10625,Charged Off,23.2,690,694
1058318,1289905,8400,Fully Paid,15.84,675,679
1058381,1289962,28000,Current,11.81,730,734
1058282,1289869,16000,Fully Paid,7.7,680,684
1051960,1283480,18000,Current,4.62,700,704
1058289,1289876,15000,Fully Paid,12.58,705,709
1058241,1289823,20675,Fully Paid,17.85,710,714
1058276,1289862,13225,Fully Paid,23.48,700,704
1058123,1289701,11775,Fully Paid,13.11,670,674
1058126,1289704,16400,Charged Off,12.51,690,694
1058242,1289824,10075,Fully Paid,18.63,705,709
1058119,1289696,10000,Fully Paid,20.94,680,684
1058084,1289660,14000,Fully Paid,9.63,700,704
1058111,1289688,13000,Late (31-120 days),17.3,730,734
1053505,1285105,15000,Fully Paid,11.7,700,704
1058101,1289677,5000,Current,3.92,700,704
1058072,1289647,9350,Fully Paid,10,720,724
1058082,1289658,30000,Charged Off,23.21,685,689
1058221,1289803,18225,Fully Paid,19.65,705,709
1058078,1289654,18000,Fully Paid,15.31,715,719
1058213,1289793,3600,Fully Paid,11.75,745,749
1058059,1289635,29000,Current,3.9,745,749
1058060,1289636,5000,Fully Paid,9.57,665,669
1055436,1286990,6400,Fully Paid,22.63,665,669
1058186,1289765,12000,Charged Off,18.66,700,704
1054438,1286069,35000,Fully Paid,16.18,745,749
1058203,1289783,18000,Fully Paid,22.51,720,724
1058042,1289617,8075,Fully Paid,10.73,660,664
1058195,1289775,15625,Fully Paid,24.64,720,724
1053728,1285528,24000,Fully Paid,24.78,720,724
1058177,1289756,5000,Charged Off,21.71,685,689
1054408,1286038,14000,Current,6.83,660,664
1058173,1289752,6000,Current,9.09,690,694
1057996,1289569,7200,Fully Paid,8.59,690,694
1058162,1289739,5000,Charged Off,20.93,700,704
1055265,1286822,6600,Fully Paid,10.11,700,704
1018385,1246619,7000,Fully Paid,11.45,765,769
1054294,1286133,20000,Fully Paid,9.67,685,689
